lsoa_code,lsoa_name,lsoa21nmw,bng_e,bng_n,lat,long,global_id,local_authority,area_km2,betting_shop_count,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile,population,shoplifting_rate_1000,theft_from_person_rate_1000,betting_shops_1000,betting_shop_density_km2,population_density,log_population,theft_count,shoplifting_count,theft_from_person_count,bicycle_theft_count,other_theft_count,theft_rate_1000
E01000225,Barnet 037F,NA,524386,188988,51.586029052734375,-0.20600000023841855,{D311C121-EC0A-4242-A85C-D38306F8DC41},Barnet,0.3104427977518232,0,18.482,15941,5,0.27,11147,4,1940,2.061855670103093,2.061855670103093,0,0,6249.13837283122,7.570443252057374,19,4,4,1,10,9.793814432989691
E01000226,Barnet 018D,NA,520201,191573,51.61016845703125,-0.26548999547958374,{8933B13F-FEB2-443F-A49C-6BBEE557FC63},Barnet,0.17306587836407497,0,34.528,6353,2,0.468,3301,1,1800,0,0,0,0,10400.66370687686,7.495541943884256,10,0,0,0,10,5.555555555555555
E01000227,Barnet 018E,NA,520110,192061,51.61457061767578,-0.2666400074958801,{81DDE14D-7BB6-4143-B5FE-45688DFC678A},Barnet,0.25573577347535914,0,11.235,23509,7,0.165,18601,6,1904,0,0,0,0,7445.184434407866,7.55171221535131,3,0,0,0,3,1.5756302521008403
E01000228,Barnet 007A,NA,521213,194146,51.633079528808594,-0.24999000132083893,{970D22EF-5A41-4D2B-A948-0F0921AF44A7},Barnet,2.885999596912808,0,16.53,17707,6,0.182,17043,6,1403,0,0,0,0,486.1400540390954,7.246368080102461,8,0,0,1,7,5.702066999287242
E01000229,Barnet 013B,NA,520206,193159,51.624420166015625,-0.2648699879646301,{AADD9150-C55A-427E-B0C4-ECBDA9CC90EF},Barnet,0.2797025516205542,0,29.326,8616,3,0.358,6875,3,1686,0,0.5931198102016608,0,0,6027.832031676407,7.430114138561801,5,0,1,0,4,2.9655990510083035
E01000230,Barnet 013C,NA,519962,192609,51.619529724121094,-0.2685900032520294,{6D10F2DB-6882-4475-98E4-83943CBE3EDA},Barnet,0.2715578272720664,1,17.975,16377,5,0.253,12080,4,2058,0.9718172983479104,0,0.48590864917395526,3.682456919196541,7578.496339706481,7.629489916393995,9,2,0,0,7,4.373177842565598
E01000231,Barnet 013D,NA,520688,193161,51.62434005737305,-0.25791001319885254,{D52C2B31-52B9-42EC-9D0B-36AD5109C96D},Barnet,0.3649794709115457,0,23.261,12266,4,0.283,10415,4,1792,0.5580357142857143,0,0,0,4909.865191936504,7.491087593534876,11,1,0,0,10,6.138392857142857
E01000232,Barnet 013E,NA,520441,192590,51.619258880615234,-0.261680006980896,{ECD29FF3-41AC-431A-938C-946F7281F729},Barnet,0.29839760797483844,0,18.122,16265,5,0.238,13063,4,1874,0,0,0,0,6280.211201150178,7.535830462798367,8,0,0,0,8,4.268943436499467
E01000233,Barnet 013F,NA,520574,191984,51.6137809753418,-0.25995999574661255,{E0418C1A-D446-4BC4-8647-FE0C1BCD1A8A},Barnet,0.2646868018352687,1,11.455,23211,7,0.165,18585,6,1958,10.725229826353422,0.5107252298263535,0.5107252298263535,3.778050107018041,7397.422109541324,7.579678823090456,34,21,1,2,10,17.364657814096017
E01000234,Barnet 021D,NA,520845,192226,51.61589813232422,-0.2559700012207031,{98FAACE7-413F-4131-A93B-57812A5FA2D2},Barnet,0.27633678826526414,0,14.545,19832,6,0.209,14999,5,1808,0,0,0,0,6542.740875545117,7.4999765409521215,3,0,0,0,3,1.6592920353982301
E01000235,Barnet 021E,NA,521028,191619,51.610408782958984,-0.2535400092601776,{4FCB35FD-EF60-4CD3-8919-4831C313ABCE},Barnet,0.3507968023105245,1,23.981,11785,4,0.332,8015,3,1786,7.278835386338186,1.1198208286674132,0.5599104143337066,2.8506531228719765,5091.26647744935,7.487733761436444,30,13,2,3,12,16.7973124300112
E01000236,Barnet 034A,NA,523866,188809,51.58454132080078,-0.21356000006198883,{0EAB2D89-19F0-4CBE-92DF-FD73C017F1CD},Barnet,0.22926506815022224,0,24.742,11276,4,0.366,6574,2,1982,0,0.5045408678102926,0,0,8645.015204415382,7.591861714889934,15,0,1,3,11,7.568113017154389
E01000237,Barnet 032A,NA,522890,188895,51.58552169799805,-0.2276100069284439,{6B013D9D-4D8F-4979-851B-123EA3A4B6E6},Barnet,0.32444377743535174,1,21.816,13294,4,0.253,12125,4,2261,1.3268465280849182,0.8845643520566122,0.4422821760283061,3.0821981173587423,6968.8499433481165,7.72356247227797,23,3,2,4,14,10.172490048651039
E01000238,Barnet 034B,NA,523969,189292,51.58885955810547,-0.21190999448299408,{C57B0B11-A89A-4742-A555-C10151F0AC8C},Barnet,0.2110120064788568,0,21.394,13608,5,0.297,9682,3,2138,0,0.9354536950420954,0,0,10132.124876099057,7.6676260915849905,16,0,2,4,10,7.483629560336763
E01000239,Barnet 031A,NA,522536,189312,51.589351654052734,-0.23257000744342804,{5278F359-C2B7-4C52-A2B0-479644C2C65F},Barnet,0.42778175365761106,0,25.959,10513,4,0.35,7201,3,2192,0,0.4562043795620438,0,0,5124.108219338495,7.692569648067906,16,0,1,0,15,7.299270072992701
E01000240,Barnet 031B,NA,522846,190244,51.597660064697266,-0.22777000069618225,{2BF141DB-B807-487F-A3D0-BBFA20CCAF46},Barnet,0.44261949059749867,0,26.033,10468,4,0.294,9886,3,1908,0,0.5241090146750524,0,0,4310.700365734826,7.553810852008231,17,0,1,0,16,8.90985324947589
E01000241,Barnet 031C,NA,523044,189859,51.59415054321289,-0.22505000233650208,{C3A004B8-868A-45CA-9D01-54A66762EE0E},Barnet,0.3397814063700556,0,16.214,18025,6,0.23,13565,5,1908,0,0,0,0,5615.3749564565605,7.553810852008231,8,0,0,1,7,4.1928721174004195
E01000242,Barnet 032B,NA,523626,189729,51.59286117553711,-0.2167000025510788,{562D38FF-2C5B-401D-B450-7036989DF0C6},Barnet,0.27658010533818894,0,15.157,19152,6,0.22,14271,5,1633,0,0,0,0,5904.2569168279315,7.398174092970465,5,0,0,0,5,3.061849357011635
E01000243,Barnet 032C,NA,523267,189516,51.59101867675781,-0.2219499945640564,{ECBDEA15-3E61-4E37-BE31-AC0FB3D6E8AC},Barnet,0.183693305677159,1,24.985,11123,4,0.324,8392,3,2232,39.87455197132617,0.44802867383512546,0.44802867383512546,5.443856521138011,12150.68775518004,7.710653323501202,104,89,1,0,14,46.59498207885305
E01000244,Barnet 032D,NA,522807,189528,51.59122848510742,-0.2285899966955185,{0F96398E-DC7C-4A36-B15F-E790F39B7D12},Barnet,0.22366690699222191,0,24.948,11148,4,0.26,11716,4,1776,57.99549549549549,0.5630630630630631,0,0,7940.378949585782,7.4821189235521155,135,103,1,4,27,76.01351351351352
E01000245,Barnet 032E,NA,523296,189078,51.58707809448242,-0.22168999910354617,{9793DE53-60F8-40E1-A5A9-545099DFDCE5},Barnet,0.18107092864040655,2,32.199,7294,3,0.414,4869,2,2171,11.976047904191615,0.921234454168586,0.921234454168586,11.04539538741667,11989.776693040796,7.682943169878292,51,26,2,4,19,23.49147858129894
E01000246,Barnet 002B,NA,525656,197144,51.65904998779297,-0.1847500056028366,{DA652192-6779-44FF-B9AA-9C1F93061724},Barnet,1.0763816045696903,0,8.447,26905,8,0.118,23661,8,1563,0,0,0,0,1452.087246162895,7.354362330421477,6,0,0,0,6,3.838771593090211
E01000247,Barnet 002C,NA,525817,196666,51.65470886230469,-0.1826000064611435,{8263F5AD-7DA0-4B67-92C3-5E6A37DE317F},Barnet,0.26589892302184714,0,13.31,21123,7,0.158,19251,6,1666,0,0,0,0,6265.538728275014,7.418180822726788,1,0,0,0,1,0.6002400960384153
E01000248,Barnet 001A,NA,524087,196614,51.65462875366211,-0.20760999619960785,{F05B2FA3-A946-41AC-8543-12EEE66A1337},Barnet,0.27082705082415404,0,11.576,23071,7,0.145,20685,7,1716,40.20979020979021,13.403263403263404,0,0,6336.146979328833,7.447751280047908,130,69,23,3,35,75.75757575757576
E01000249,Barnet 001B,NA,523641,196925,51.65752029418945,-0.2139499932527542,{E0D2E35C-0DA8-496B-8A8B-A50B30090514},Barnet,0.8129528761181161,0,4.799,31123,10,0.064,30717,10,1599,0,1.250781738586617,0,0,1966.903675444623,7.377133712833954,7,0,2,1,4,4.377736085053158
E01000250,Barnet 001C,NA,524863,196595,51.65428924560547,-0.19641000032424927,{83C5DE45-D117-4C84-8C0E-994308A5A4BC},Barnet,0.5815823173522132,3,15.016,19311,6,0.191,16340,5,2842,7.037297677691766,7.037297677691766,1.055594651653765,5.158341150498157,4886.668516571921,7.952263308657046,85,20,20,0,45,29.908515130190008
E01000251,Barnet 002D,NA,526147,196180,51.6502685546875,-0.1780100017786026,{468C1D1D-E547-45E0-BE9D-B18C6CC730F3},Barnet,0.2229719590664967,0,24.959,11137,4,0.25,12295,4,2313,0.8646779074794638,0.8646779074794638,0,0,10373.501716017108,7.746300662231439,25,2,2,4,17,10.808473843493298
E01000252,Barnet 002E,NA,525597,196045,51.6491813659668,-0.1860000044107437,{8A31721A-D110-4079-A202-37521BCB4D4C},Barnet,0.23487048672884597,0,16.037,18199,6,0.206,15244,5,1689,1.1841326228537594,0.5920663114268797,0,0,7191.197257363043,7.4318919168078,15,2,1,0,12,8.880994671403197
E01000253,Barnet 007B,NA,522140,196105,51.65047836303711,-0.2359199970960617,{038CCBC1-9300-451C-9595-A95D5665299B},Barnet,3.316824090564456,0,5.591,30230,9,0.052,31968,10,2095,3.3412887828162288,0.47732696897374705,0,0,631.6283115404754,7.647308832356238,19,7,1,0,11,9.069212410501194
E01000254,Barnet 001D,NA,524746,197575,51.66312026977539,-0.1977500021457672,{3E9B5EA9-71D4-4415-B6C3-771BF52D64BC},Barnet,1.5267918316803928,0,6.82,28838,9,0.08,28691,9,1607,0,0,0,0,1052.5337944933397,7.382124365737512,11,0,0,1,10,6.845052893590542
E01000255,Barnet 017A,NA,522944,192395,51.61697006225586,-0.2256100028753281,{236CB342-9FE1-4AE6-9688-BC19EAB74269},Barnet,1.0680085425483798,0,21.778,13313,4,0.253,12116,4,1939,0,0.5157297576070139,0,0,1815.5285494003103,7.569927655242652,15,0,1,0,14,7.735946364105209
E01000256,Barnet 016A,NA,522345,191537,51.60939025878906,-0.23454999923706055,{13887E4B-75CF-4EF8-92A1-7B9E0444F966},Barnet,0.5619209255830356,0,14.515,19859,6,0.181,17102,6,2010,0,0,0,0,3577.015748104544,7.605890001053122,4,0,0,0,4,1.990049751243781
E01000257,Barnet 017B,NA,524296,191491,51.608551025390625,-0.2064100056886673,{F6C2C6E9-2248-4612-9D9E-A5C1E6B32AAE},Barnet,0.6799985153640248,1,22.202,12991,4,0.311,9017,3,2875,49.04347826086956,2.0869565217391304,0.3478260869565218,1.470591446019067,4227.950407304817,7.963807953231451,177,141,6,1,29,61.56521739130435
E01000258,Barnet 016B,NA,522100,192192,51.61532974243164,-0.23785999417304993,{29FE0D4A-47B2-45D3-A1F4-EDD7A0566982},Barnet,0.7980516739870888,0,11.777,22855,7,0.135,21693,7,1872,8.547008547008549,1.6025641025641024,0,0,2345.712766502243,7.534762657037537,34,16,3,0,15,18.162393162393165
E01000259,Barnet 025D,NA,523541,191082,51.60504150390625,-0.21744999289512632,{93046797-CD29-4DE7-B8C3-FA8570571836},Barnet,1.284031930383614,0,17.099,17181,6,0.225,13867,5,2543,0,0.39323633503735744,0,0,1980.4803446283925,7.841099765422119,5,0,1,0,4,1.966181675186787
E01000260,Barnet 025E,NA,522351,190970,51.60429000854492,-0.23465999960899353,{53ACDC48-5AA7-4DC1-AE55-83D37258FD36},Barnet,0.8163327411263362,0,23.396,12190,4,0.271,11099,4,2202,8.628519527702089,1.8165304268846505,0,0,2697.429478280863,7.697121317282625,35,19,4,1,11,15.89464123524069
E01000261,Barnet 017C,NA,522240,193173,51.62411117553711,-0.23549999296665192,{7E2D6957-2D85-4E1A-A70B-1966E7C5F3AC},Barnet,1.1972931376844012,0,7.447,28126,9,0.101,25850,8,1824,0,0,0,0,1523.4364439168737,7.508787170634276,5,0,0,1,4,2.7412280701754383
E01000263,Barnet 016C,NA,521466,192791,51.620849609375,-0.24681000411510468,{37BF6327-C440-47F0-8AF5-68383D44B78D},Barnet,0.39325058743363334,0,3.366,32419,10,0.028,33406,10,1511,0,0,0,0,3842.3337390564047,7.32052696227274,5,0,0,0,5,3.309066843150232
E01000264,Barnet 016D,NA,521309,192117,51.61481857299805,-0.24931000173091888,{EB11C00E-B700-4B29-9887-DCBCA4B89AF4},Barnet,0.3787915907583569,4,23.398,12189,4,0.279,10621,4,1914,43.8871473354232,3.6572622779519337,2.0898641588296765,10.559896517216313,5052.910483488006,7.5569505720129,117,84,7,0,26,61.12852664576803
E01000265,Barnet 011A,NA,527623,193336,51.6243782043457,-0.15771999955177307,{40D84450-7C76-42DD-8CA6-B74973AE8FB7},Barnet,0.21075546258720756,0,20.976,13950,5,0.327,8234,3,1987,0,0,0,0,9427.988131874912,7.594381242551817,9,0,0,1,8,4.529441368897836
E01000266,Barnet 011B,NA,526920,193260,51.62385940551758,-0.1678999960422516,{13AB4052-00CE-4D8E-863A-DBB3E3695DDB},Barnet,0.6423002912403347,0,3.14,32599,10,0.066,30498,10,1484,0,0,0,0,2310.445784065073,7.302496423727326,4,0,0,0,4,2.6954177897574128
E01000267,Barnet 005A,NA,526537,195169,51.6411018371582,-0.17273999750614166,{057E0E3E-2C1E-42DA-92E7-D00BBD3E0CB3},Barnet,0.279426010984055,0,11.287,23426,7,0.146,20566,7,1549,0,0,0,0,5543.506828676702,7.3453648404168685,5,0,0,0,5,3.2278889606197545
E01000268,Barnet 005B,NA,525971,195825,51.64712142944336,-0.18068000674247744,{5C668ADD-516E-46C5-B0A1-C6CE810270D8},Barnet,0.2524676311103427,1,26.687,10060,3,0.367,6546,2,2276,6.590509666080844,0.43936731107205623,0.43936731107205623,3.960903802210364,9015.017053830788,7.730174795246222,28,15,1,0,12,12.302284710017574
E01000269,Barnet 005C,NA,525785,195368,51.64305877685547,-0.18353000283241272,{C93C026F-7FC7-4DF9-A310-888B4501EF8B},Barnet,0.2716838522830133,0,12.236,22327,7,0.129,22397,7,1354,0,2.2156573116691285,0,0,4983.733809065461,7.21081845347222,10,0,3,0,7,7.385524372230428
E01000270,Barnet 005D,NA,526301,195699,51.64591979980469,-0.17595000565052032,{45DF5EBF-243A-4EB5-AF0F-ECCBA0A4658E},Barnet,0.2520535468727452,0,11.678,22955,7,0.181,17132,6,1576,0,0.6345177664974618,0,0,6252.639645637196,7.362645270417825,1,0,1,0,0,0.6345177664974618
E01000271,Barnet 008A,NA,526240,194936,51.639068603515625,-0.1771100014448166,{267419A0-87FB-44F9-BB55-A9A7B4CBAFA6},Barnet,0.34213892206855745,0,7.262,28338,9,0.117,23710,8,1607,0,0,0,0,4696.922496523184,7.382124365737512,3,0,0,0,3,1.866832607342875
E01000272,Barnet 008B,NA,526905,194688,51.636688232421875,-0.16760000586509705,{C7E04334-63B6-4807-8B6B-A260C6282027},Barnet,0.4695097754484285,0,3.726,32104,10,0.099,26226,8,1465,4.09556313993174,1.3651877133105803,0,0,3120.2758208831315,7.289610521451167,14,6,2,0,6,9.556313993174061
E01000273,Barnet 008C,NA,526651,194136,51.63179016113281,-0.17146000266075134,{1E9840AE-62F8-4F13-A04F-773FC54B1277},Barnet,0.32946062946946103,0,18.991,15504,5,0.269,11183,4,1719,0.5817335660267597,1.1634671320535197,0,0,5217.618878371447,7.449498005382849,16,1,2,1,12,9.307737056428156
E01000274,Barnet 011C,NA,527412,193809,51.62868118286133,-0.16058999300003052,{2EA1A3FC-29CA-489E-9444-1BC90D188C13},Barnet,0.267146134192192,1,18.765,15706,5,0.265,11430,4,1987,8.5556114745848,0.5032712632108707,0.5032712632108707,3.7432695892225545,7437.876673785216,7.594381242551817,33,17,1,1,14,16.60795168595873
E01000275,Barnet 012A,NA,525677,192862,51.62055969238281,-0.18599000573158264,{F83F33D3-62A4-49FC-BB29-CA1564885D4B},Barnet,0.33115942891048106,0,8.362,27030,9,0.173,17890,6,1696,0,0,0,0,5121.400304318264,7.436027816351848,6,0,0,0,6,3.5377358490566038
E01000276,Barnet 020A,NA,525008,192772,51.61989974975586,-0.19568000733852384,{763E0552-F187-46B4-93D8-EE98880D8C64},Barnet,0.5126862592151156,0,1.153,33689,10,0.04,32796,10,1466,0,0,0,0,2859.448588000655,7.290292882446597,3,0,0,0,3,2.0463847203274215
E01000277,Barnet 012B,NA,525858,192610,51.61825180053711,-0.183459997177124,{ED79D228-4382-4C79-B197-E86E517A7103},Barnet,0.1850744226625888,0,17.792,16548,5,0.268,11226,4,1756,0,0.5694760820045558,0,0,9488.07498484749,7.470793774195062,12,0,1,2,9,6.83371298405467
E01000278,Barnet 020B,NA,525095,192136,51.61417007446289,-0.19464999437332153,{E46F3265-278A-4891-BB17-7B3E24AFD805},Barnet,0.2752633220552227,0,2.534,33094,10,0.054,31796,10,1484,0,0.6738544474393532,0,0,5391.201373724188,7.302496423727326,5,0,1,0,4,3.369272237196766
E01000279,Barnet 007C,NA,523639,194173,51.632789611816406,-0.21494999527931213,{22D1D1C9-C36B-4115-A8A8-3B811F42B5EB},Barnet,5.043014148052507,0,4.642,31287,10,0.038,32932,10,1364,0,0,0,0,270.47316544347683,7.218176838403408,5,0,0,0,5,3.6656891495601176
E01000280,Barnet 007D,NA,525485,194361,51.634071350097656,-0.18821999430656433,{6CDFA30F-FD27-4759-A029-5880B41C8140},Barnet,1.0160245615359702,0,2.653,33002,10,0.038,32933,10,1333,0,0,0,0,1311.9761573330902,7.195187320178709,2,0,0,0,2,1.5003750937734435
E01000281,Barnet 008D,NA,526556,193865,51.62937927246094,-0.1729300022125244,{7EECEC6B-49EC-454C-987B-9154AAF23130},Barnet,0.26912205959651014,1,11.972,22630,7,0.235,13215,4,2371,39.645719105862504,4.639392661324336,0.4217629692113032,3.715786069337021,8810.128770398078,7.771067086065406,135,94,11,0,30,56.93800084352594
E01000282,Barnet 008E,NA,525929,193587,51.62702178955078,-0.1820899993181229,{3095F238-2A5E-4826-8CA2-2F9A37E5926B},Barnet,0.5287782888663801,0,8.951,26269,8,0.12,23454,7,1826,15.33406352683461,2.190580503833516,0,0,3453.2431426310354,7.509883061154913,42,28,4,1,9,23.001095290251914
E01000283,Barnet 012C,NA,525450,193276,51.62432861328125,-0.18911999464035031,{99D09E85-F289-426B-89D7-BB2EE2A29ADA},Barnet,0.3305609673931894,0,1.423,33622,10,0.055,31640,10,1391,0,0,0,0,4207.998333770181,7.237778191923443,3,0,0,0,3,2.156721782890007
E01000284,Barnet 012D,NA,526239,193397,51.625240325927734,-0.17768000066280365,{89F1D34B-7526-4631-8C73-D4AB648EBA54},Barnet,0.275951957228123,0,18.393,16012,5,0.273,10983,4,1973,0,2.534211860111505,0,0,7149.795275302096,7.587310506022615,15,0,5,0,10,7.602635580334516
E01000285,Barnet 004A,NA,523972,195491,51.644561767578125,-0.20967000722885132,{76482501-152F-498A-B845-98FBA2E779F0},Barnet,0.2019917793876458,0,14.473,19901,6,0.198,15845,5,1517,0,0,0,0,7510.206626224624,7.324489979348532,4,0,0,0,4,2.6367831245880025
E01000286,Barnet 007E,NA,523382,195882,51.64820861816406,-0.21806000173091888,{1827CAB4-A633-48EA-9B0F-87D38B415FE9},Barnet,0.2691411341605923,0,23.266,12260,4,0.304,9321,3,1762,0,0,0,0,6546.751040101667,7.474204806496124,5,0,0,0,5,2.837684449489217
E01000287,Barnet 004B,NA,523607,195436,51.64414978027344,-0.2149599939584732,{0F0AE3D1-31F8-4E11-AC22-A3026E0012B0},Barnet,0.2735247025032914,0,23.438,12162,4,0.28,10590,4,1658,0,0.6031363088057901,0,0,6061.609736985451,7.41336733569524,5,0,1,0,4,3.0156815440289506
E01000288,Barnet 004C,NA,525302,195378,51.64324951171875,-0.19050000607967377,{B5CA2E6D-F92F-433D-BCB2-84A299F9FAE3},Barnet,0.33703521834296085,0,13.252,21181,7,0.178,17418,6,1555,0,0,0,0,4613.761160169501,7.349230824613334,5,0,0,0,5,3.215434083601286
E01000289,Barnet 004D,NA,524930,195472,51.64418029785156,-0.1958400011062622,{8AE9F986-4CA7-4822-9048-1A0E4B1F4D77},Barnet,0.28115927020787124,0,35.166,6120,2,0.511,2282,1,1708,0,0.585480093676815,0,0,6074.848603559163,7.443078374348516,10,0,1,0,9,5.85480093676815
E01000290,Barnet 007F,NA,522798,195270,51.64284133911133,-0.2267100065946579,{1CD64F5A-D1DD-47A5-8550-8680FBBC189E},Barnet,2.0475970758947675,0,18.992,15501,5,0.223,14018,5,1588,0.6297229219143576,0.6297229219143576,0,0,775.5432055918859,7.370230641807081,10,1,1,0,8,6.297229219143577
E01000291,Barnet 004E,NA,524370,195365,51.643341064453125,-0.20397000014781952,{E9228172-4D52-4D11-8EE9-D906F4AF1E8D},Barnet,0.2495292474009432,0,20.234,14521,5,0.245,12584,4,1478,0,0,0,0,5923.153359354113,7.298445101508147,6,0,0,1,5,4.059539918809201
E01000292,Barnet 001E,NA,524394,196027,51.649288177490234,-0.2033900022506714,{B3146CC3-BBCC-489C-AC80-21886048BD47},Barnet,0.28795754893589565,0,10.354,24553,8,0.145,20592,7,1578,1.2674271229404308,0,0,0,5479.9744123092605,7.363913501405819,7,2,0,0,5,4.435994930291509
E01000293,Barnet 001F,NA,524747,196026,51.649200439453125,-0.19829000532627103,{2ACF64BE-CD58-4CBF-9B15-6A48719C735B},Barnet,0.27351480671566353,0,9.273,25879,8,0.102,25784,8,1821,0.5491488193300385,0.5491488193300385,0,0,6657.7748454146695,7.507141079727608,7,1,1,0,5,3.844041735310269
E01000294,Barnet 004F,NA,523865,196256,51.651458740234375,-0.21095000207424164,{7F046F8E-7FF1-4BD4-85AA-61ADE09D9B75},Barnet,0.3310246312803586,0,15.454,18828,6,0.18,17210,6,1800,0,3.888888888888889,0,0,5437.661823042724,7.495541943884256,33,0,7,0,26,18.333333333333332
E01000295,Barnet 023B,NA,525555,190717,51.60131072998047,-0.188510000705719,{D51F7CA5-9507-43E9-BB75-0FEAD7855C26},Barnet,0.2041296033657608,0,11.865,22747,7,0.134,21827,7,1640,2.4390243902439024,6.7073170731707314,0,0,8034.111529925609,7.402451520818244,30,4,11,1,14,18.29268292682927
E01000296,Barnet 023C,NA,525169,190905,51.60308837890625,-0.19402000308036804,{DFB5C445-66D0-4BD9-B709-231A1B86788B},Barnet,0.22370054258133656,2,17.949,16400,5,0.209,15025,5,1861,20.41912950026867,15.583019881783988,1.0746910263299303,8.940523688148,8319.157291821715,7.528869256642251,98,38,29,4,27,52.65986029016658
E01000297,Barnet 027D,NA,526017,190460,51.598899841308594,-0.1819400042295456,{88C771EA-401A-4BC4-8F0C-CC3547ACA874},Barnet,0.2318465118242252,0,15.523,18747,6,0.218,14382,5,1450,0,1.379310344827586,0,0,6254.137655947655,7.27931883541462,7,0,2,0,5,4.827586206896552
E01000298,Barnet 023D,NA,525706,191173,51.605369567871094,-0.18616999685764313,{1328877D-6B49-486C-B1DA-947542B4513E},Barnet,0.2660965595891657,4,17.609,16734,5,0.238,13025,4,1869,0,2.675227394328518,2.140181915462814,15.032137229341547,7023.766120409839,7.533158807455563,14,0,5,1,8,7.49063670411985
E01000299,Barnet 019A,NA,526213,192233,51.61479187011719,-0.17847000062465668,{C9E2211B-A223-4A4C-ABD1-68D6D8B56E97},Barnet,0.16516474259680883,2,22.416,12857,4,0.283,10414,4,2271,78.37956847203876,13.650374284456186,0.8806693086745927,12.109121889786678,13749.907905852771,7.7279755421055585,290,178,31,5,76,127.69704975781593
E01000300,Barnet 019B,NA,525843,192170,51.61429977416992,-0.18384000658988953,{316CCD93-CC09-4656-972F-8D517F5D5B7C},Barnet,0.17353172962178556,0,11.794,22827,7,0.18,17201,6,1607,0,0.6222775357809583,0,0,9260.554271558723,7.382124365737512,12,0,1,3,8,7.4673304293715
E01000301,Barnet 020C,NA,525529,191748,51.61058044433594,-0.1885199993848801,{0021B23B-8D9E-4B58-827F-DAB0BEAD827B},Barnet,0.28561887607231085,0,6.454,29247,9,0.104,25485,8,1545,0,0.6472491909385113,0,0,5409.306349937629,7.342779189331845,6,0,1,1,4,3.883495145631068
E01000302,Barnet 019C,NA,525949,191787,51.61083984375,-0.18244999647140503,{613BAA14-62DC-483E-9806-5C428A68AE3A},Barnet,0.21685400505026337,0,22.614,12710,4,0.285,10355,4,1771,16.93958215697346,2.258610954263128,0,0,8166.78483567555,7.479299637782834,49,30,4,1,14,27.66798418972332
E01000303,Barnet 020D,NA,525212,191634,51.6096305847168,-0.19314000010490415,{FEA54987-C38F-44DE-AA75-7FD05EF46E4E},Barnet,0.21655265220893313,0,4.934,30965,10,0.085,28165,9,1490,0,0.6711409395973154,0,0,6880.543760611283,7.306531398939505,6,0,1,0,5,4.026845637583893
E01000304,Barnet 020E,NA,524879,191271,51.606441497802734,-0.1980700045824051,{BF6B2471-2588-4F96-AE6E-0011D223E3B3},Barnet,0.17751282779402286,0,13.215,21218,7,0.203,15489,5,1544,0,1.2953367875647668,0,0,8697.962953931315,7.342131730584722,6,0,2,0,4,3.8860103626943006
E01000305,Barnet 036B,NA,521942,187509,51.57326889038086,-0.2417699992656708,{147FB2D8-95FB-4218-9FA4-7F56C0DFE6E6},Barnet,0.6890262164562149,0,29.642,8458,3,0.418,4738,2,2025,5.432098765432099,1.4814814814814814,0,0,2938.9302636624443,7.613324979540639,27,11,3,0,13,13.333333333333334
E01000306,Barnet 036C,NA,522358,188062,51.57815170288086,-0.23557999730110168,{550BDF48-3891-430C-A3DB-1CAD8D0E5AD9},Barnet,0.14652729960217617,0,22.525,12774,4,0.224,13991,5,2091,0,0,0,0,14270.3783232005,7.645397699428633,9,0,0,0,9,4.30416068866571
E01000307,Barnet 039D,NA,522942,187738,51.57511138916016,-0.2272700071334839,{6BC24AFD-0717-48BD-8512-EFC255579901},Barnet,0.5012808017097353,0,31.034,7793,3,0.369,6468,2,1722,177.11962833914052,51.103368176538915,0,0,3435.2003789626824,7.451241684987676,476,305,88,3,80,276.4227642276423
E01000308,Barnet 036D,NA,521514,188026,51.57801055908203,-0.24775999784469604,{47B2FA96-2D0E-4DEA-A1B7-77CF4D6CA4FE},Barnet,0.528891463642559,0,21.95,13189,4,0.293,9907,3,2149,6.514657980456026,0.46533271288971617,0,0,4063.2155134429618,7.67275789664251,32,14,1,1,16,14.890646812470917
E01000309,Barnet 031D,NA,522401,188827,51.585018157958984,-0.23468999564647677,{573F3A86-A8FF-4D70-B85E-DAFDD6BB0B0B},Barnet,0.29047588481943054,0,19.888,14804,5,0.228,13716,5,2148,0,0,0,0,7394.7618795800145,7.672292455628756,4,0,0,0,4,1.86219739292365
E01000310,Barnet 034C,NA,523136,188296,51.5800895690918,-0.22427000105381012,{DED4512A-E64F-44F4-ABD6-4113DC5FE8FD},Barnet,0.30485522510349083,0,30.848,7872,3,0.348,7274,3,2307,4.334633723450368,3.4677069787602948,0,0,7567.5265176013645,7.7437032581737535,62,10,8,5,39,26.874729085392282
E01000311,Barnet 034D,NA,523593,188404,51.58095932006836,-0.2176399976015091,{14C827C3-0ACC-4111-A920-0CD03EA42377},Barnet,0.3489385141079775,0,19.226,15318,5,0.209,14980,5,1850,0,1.0810810810810811,0,0,5301.7936547627005,7.52294091807237,16,0,2,2,12,8.64864864864865
E01000312,Barnet 036E,NA,521323,188463,51.58198165893555,-0.25036999583244324,{FAB82F18-DA84-4ADF-AF96-65282833F334},Barnet,0.14654228842187952,0,29.317,8621,3,0.309,9101,3,1839,1.087547580206634,0,0,0,12549.278572105522,7.516977224604321,15,2,0,0,13,8.156606851549755
