lsoa_code,lsoa_name,lsoa21nmw,bng_e,bng_n,lat,long,global_id,local_authority,area_km2,betting_shop_count,imd_score,imd_rank,imd_decile,income_score,income_rank,income_decile,population,shoplifting_rate_1000,theft_from_person_rate_1000,betting_shops_1000,betting_shop_density_km2,population_density,log_population,theft_count,shoplifting_count,theft_from_person_count,bicycle_theft_count,other_theft_count,theft_rate_1000
E01002466,Hillingdon 010B,NA,510678,186325,51.56494903564453,-0.4046100080013275,{5394A540-ABDB-4E26-BB7A-22F3F57A0FBF},Hillingdon,0.22992022930549305,0,6.306,29410,9,0.095,26799,8,1718,0,0.5820721769499417,0,0,7472.156778850929,7.4489161025442,2,0,1,0,1,1.1641443538998835
E01002467,Hillingdon 009B,NA,509276,186605,51.56774139404297,-0.4247399866580963,{3A38E4DF-B8CC-434A-AD32-6C2D954D7C14},Hillingdon,0.3693198088498791,0,5.213,30663,10,0.089,27570,9,1691,0,0.5913660555884093,0,0,4578.687520894274,7.43307534889858,12,0,1,0,11,7.096392667060911
E01002468,Hillingdon 010C,NA,510453,186582,51.56731033325195,-0.4077799916267395,{AEFE4189-D81E-4250-AD83-E6CA2819FF24},Hillingdon,0.19706162329953547,0,6.556,29133,9,0.104,25535,8,1724,0,0,0,0,8748.532419117973,7.452402451223638,2,0,0,1,1,1.160092807424594
E01002469,Hillingdon 010D,NA,510118,186661,51.56808090209961,-0.4125800132751465,{639772DD-265B-46BD-861A-13FA8E394B46},Hillingdon,0.23136059180010857,0,4.868,31046,10,0.071,29898,9,1605,8.09968847352025,1.2461059190031154,0,0,6937.222919047042,7.380879035564116,20,13,2,1,4,12.461059190031152
E01002470,Hillingdon 007D,NA,509881,187123,51.57228088378906,-0.41585999727249146,{CB45AD6D-0C86-4864-BB85-E3CD2B13F78F},Hillingdon,0.3849299037913535,1,14.743,19610,6,0.189,16467,5,2021,8.906481939633844,1.9792182088075212,0.4948045522018803,2.5978755876083808,5250.306562556538,7.611347717403621,29,18,4,0,7,14.349332013854529
E01002471,Hillingdon 008E,NA,510368,187240,51.573238372802734,-0.4088000059127808,{47151A11-689D-4874-8020-0427F37C96C3},Hillingdon,0.26459873796061517,0,5.299,30571,10,0.075,29388,9,1686,0,1.1862396204033216,0,0,6371.912477719212,7.430114138561801,6,0,2,2,2,3.558718861209964
E01002472,Hillingdon 002A,NA,508777,191188,51.609031677246094,-0.4305199980735779,{78871051-3055-441B-B8A1-7C330F7C957D},Hillingdon,0.5383118628935311,0,10.547,24332,8,0.161,19037,6,1731,98.78682842287697,2.8885037550548818,0,0,3215.6081248062005,7.456454555176209,191,171,5,3,12,110.34084344309647
E01002473,Hillingdon 001A,NA,508131,190418,51.60223007202149,-0.4400799870491028,{A246C4DC-DD73-4731-B5BD-BE8B1E65D1D2},Hillingdon,3.885666787652965,0,11.136,23624,7,0.123,23069,7,1698,0,0.5889281507656066,0,0,436.99063578882743,7.437206366871292,5,0,1,0,4,2.944640753828033
E01002474,Hillingdon 002B,NA,509465,190287,51.600799560546875,-0.42087000608444214,{A984F1FC-E74B-47C9-B9C9-0AA7B05373C7},Hillingdon,0.9223755768052332,0,9.785,25216,8,0.157,19377,6,1807,0,0.5534034311012728,0,0,1959.0718200266945,7.499423290592229,6,0,1,0,5,3.320420586607637
E01002475,Hillingdon 001B,NA,507886,191720,51.61397933959961,-0.4432199895381927,{4F808104-2A0C-4351-92E3-9445F80FB984},Hillingdon,0.756531939246914,0,16.36,17863,6,0.207,15127,5,1600,0,0,0,0,2114.9140135348575,7.377758908227872,16,0,0,0,16,10
E01002476,Hillingdon 001C,NA,508783,191928,51.61568069458008,-0.4302000105381012,{09720A3A-C940-44E2-963A-8EAFA85247B1},Hillingdon,0.6216081087548593,0,3.534,32265,10,0.075,29295,9,1562,0,0,0,0,2512.8372329776007,7.353722330399632,3,0,0,0,3,1.9206145966709347
E01002477,Hillingdon 001D,NA,509698,191726,51.61368942260742,-0.417059987783432,{DA01E662-3B3E-4FBC-BE49-4E0293414541},Hillingdon,0.31649006942464586,0,9.868,25122,8,0.129,22360,7,1306,1.531393568147014,0,0,0,4126.5117808410405,7.174724309836376,4,2,0,0,2,3.0627871362940278
E01002478,Hillingdon 002C,NA,509503,191287,51.60977935791016,-0.4200100004673004,{6EF099EB-5CAD-438E-A77B-477ED5A4D0D7},Hillingdon,0.365310170605693,2,10.958,23833,8,0.139,21280,7,1566,1.277139208173691,1.9157088122605364,1.277139208173691,5.474799665949492,4286.768138438452,7.356279876550748,17,2,3,1,11,10.855683269476373
E01002479,Hillingdon 004C,NA,509632,189502,51.593711853027344,-0.4187099933624267,{8362A18D-C951-4CE0-80DE-37FE82BD8560},Hillingdon,0.7828613155782194,0,18.656,15809,5,0.23,13542,5,1894,0,0.5279831045406547,0,0,2419.330170377746,7.546446273746024,9,0,1,1,7,4.7518479408658925
E01002480,Hillingdon 004D,NA,510892,189481,51.59328079223633,-0.4005300104618073,{FBF50C32-8B1E-482C-AECD-73A345AA342F},Hillingdon,0.63478575245004,0,3.937,31918,10,0.076,29276,9,1897,0,0.5271481286241434,0,0,2988.409857464942,7.5480289699350145,7,0,1,0,6,3.6900369003690034
E01002481,Hillingdon 004E,NA,510449,189400,51.5926399230957,-0.4069499969482422,{CB517A1B-507D-4588-9AC7-48B800927DE8},Hillingdon,0.3673387368152372,0,21.204,13755,5,0.295,9805,3,1657,0,1.2070006035003018,0,0,4510.822937885346,7.412764017426563,13,0,2,0,11,7.845503922751962
E01002482,Hillingdon 001E,NA,510266,191318,51.60990905761719,-0.4089899957180023,{4FF25127-EF86-43D7-8D1B-14DA2F26CCD1},Hillingdon,0.6409508548291272,0,2.609,33048,10,0.044,32550,10,1608,0,0,0,0,2508.772689645107,7.382746449738912,6,0,0,0,6,3.7313432835820897
E01002483,Hillingdon 002D,NA,510554,190452,51.60206985473633,-0.4050999879837036,{0B46F005-13EF-496A-8437-74396897ADAC},Hillingdon,0.3636030988608142,2,16.621,17632,6,0.244,12692,4,2026,14.80750246791708,4.4422507403751235,0.9871668311944718,5.500503175759764,5572.009717044641,7.613818684808629,49,30,9,1,9,24.18558736426456
E01002484,Hillingdon 002E,NA,510009,190967,51.6068115234375,-0.41280999779701233,{D7A4E24E-CFA1-4517-AB0E-41EF51F5826F},Hillingdon,0.23516640690605528,0,20.959,13964,5,0.298,9659,3,1508,0,1.326259946949602,0,0,6412.480506207754,7.318539548567902,3,0,2,0,1,1.9893899204244032
E01002485,Hillingdon 002F,NA,510067,190182,51.59973907470703,-0.4122200012207031,{428FA3AD-E9CD-4C8B-ABC1-6730520CE09C},Hillingdon,0.3029372058387756,0,20.81,14067,5,0.253,12127,4,2215,10.383747178329571,2.257336343115124,0,0,7311.746320056943,7.703007682479236,42,23,5,1,13,18.96162528216704
E01002486,Hillingdon 028A,NA,508064,179093,51.50046157836914,-0.4445300102233886,{F3C77925-AB52-4ED2-8621-A5B6032889CF},Hillingdon,1.0227676053604344,0,31.254,7693,3,0.41,4991,2,2434,1.2325390304026294,1.6433853738701725,0,0,2379.817259798947,7.797291273547472,23,3,4,0,16,9.449465899753493
E01002487,Hillingdon 028B,NA,508577,179340,51.50257873535156,-0.43705999851226807,{D937CA8E-5570-46C6-B481-C75E15D8262F},Hillingdon,0.1942250907316953,0,27.565,9561,3,0.329,8153,3,2064,0.4844961240310077,0.9689922480620154,0,0,10626.845338181523,7.632401126601453,18,1,2,3,12,8.720930232558139
E01002488,Hillingdon 030B,NA,508799,179057,51.4999885559082,-0.4339500069618225,{0F8D6579-A4F2-44AD-9DDC-57FF04FD7E3A},Hillingdon,0.3021164447596468,0,22.711,12652,4,0.285,10325,4,1921,1.041124414367517,1.5616866215512752,0,0,6358.475459779358,7.560601162768557,12,2,3,1,6,6.246746486205101
E01002489,Hillingdon 030C,NA,509528,179069,51.499961853027344,-0.4234499931335449,{6841D247-DB24-42C5-AE24-DA0D1FA45D57},Hillingdon,0.2693453491323543,0,21.983,13165,4,0.241,12852,4,2053,16.07403799318071,3.896736483195324,0,0,7622.18470307119,7.627057417018934,84,33,8,9,34,40.9157330735509
E01002490,Hillingdon 030D,NA,509009,178717,51.49689102172851,-0.4310300052165985,{B9499641-2798-4821-AF3E-5DF987FBCC84},Hillingdon,0.33537209892675,1,25.157,11014,4,0.265,11396,4,2434,0.4108463434675431,2.8759244042728023,0.4108463434675431,2.981762654675737,7257.610301480744,7.797291273547472,22,1,7,1,13,9.03861955628595
E01002491,Hillingdon 032D,NA,509837,178615,51.495819091796875,-0.4191400110721588,{79C7B773-DB17-4270-BC59-402ABF37BE45},Hillingdon,0.19091417732660448,0,29.658,8452,3,0.377,6154,2,1900,0,0,0,0,9952.115796772883,7.549609165154532,6,0,0,0,6,3.1578947368421053
E01002492,Hillingdon 030E,NA,510172,178570,51.4953498840332,-0.4143300056457519,{BFAE14B3-42DD-4AE5-BD2F-115BE3FF7525},Hillingdon,0.2526899083034127,0,21.77,13321,4,0.267,11307,4,1889,0,0.5293806246691372,0,0,7475.565655482444,7.543802867501509,7,0,1,2,4,3.7056643726839598
E01002493,Hillingdon 032E,NA,509487,178564,51.49542999267578,-0.42419999837875366,{749E3D84-3A42-4988-8A84-36909BB726EB},Hillingdon,0.1769373501348784,0,36.251,5713,2,0.468,3285,1,2229,0,0.8972633467922835,0,0,12597.679338482492,7.709308333385869,11,0,2,3,6,4.93494840735756
E01002494,Hillingdon 009C,NA,509207,185458,51.55744934082031,-0.4260900020599365,{3DAFF949-C7FA-46DE-BA70-B16FCD17B548},Hillingdon,2.6565883782955093,0,12.614,21868,7,0.178,17436,6,1784,0,0.5605381165919282,0,0,671.537982540084,7.486613313139955,5,0,1,0,4,2.802690582959641
E01002495,Hillingdon 010E,NA,510474,185741,51.55973815917969,-0.4077399969100952,{6D858857-6242-4D6D-AB2C-C601794F806F},Hillingdon,0.45268573937489376,0,11.967,22638,7,0.185,16856,5,1902,0,0.5257623554153522,0,0,4201.59027458307,7.550661243105336,10,0,1,0,9,5.257623554153523
E01002496,Hillingdon 033A,NA,512195,185604,51.55817031860352,-0.38297000527381897,{CA0F52A2-7AC4-487F-9311-56F4605A9578},Hillingdon,0.5874206691860123,1,21.525,13516,5,0.251,12223,4,2068,25.62862669245648,2.4177949709864603,0.4835589941972921,1.7023575309082979,3520.47537391836,7.63433723562832,94,53,5,3,33,45.45454545454545
E01002497,Hillingdon 033B,NA,511443,185362,51.556148529052734,-0.3938800096511841,{7CA33C88-F7C2-4E8F-9D2A-2F6F4C8D7501},Hillingdon,0.6723737857810337,1,20.347,14446,5,0.257,11877,4,2740,63.50364963503649,6.204379562043796,0.36496350364963503,1.4872679767525343,4075.114256301944,7.9157131993821155,232,174,17,6,35,84.67153284671534
E01002498,Hillingdon 033C,NA,511549,185738,51.55950164794922,-0.3922399878501892,{F5E6101C-4348-4F04-8A69-4942C4FB9F17},Hillingdon,0.395952071089511,0,9.392,25719,8,0.121,23318,7,1488,0,0.6720430107526882,0,0,3758.030601798809,7.305188215393037,5,0,1,0,4,3.360215053763441
E01002499,Hillingdon 033D,NA,510663,184577,51.54924011230469,-0.4053800106048584,{853A7CD5-198B-48B3-91BC-56B277CABDDB},Hillingdon,2.28454364757481,0,18.17,16221,5,0.246,12534,4,2248,1.334519572953737,0.4448398576512455,0,0,984.0039617480702,7.717796211013582,17,3,1,0,13,7.562277580071174
E01002501,Hillingdon 026B,NA,510520,180577,51.51332092285156,-0.4086900055408478,{11C380D7-1865-4B4F-BE88-F2382C1C6D8C},Hillingdon,0.2242477845749939,0,22.176,13014,4,0.294,9869,3,1842,1.6286644951140066,2.1715526601520088,0,0,8214.127972283224,7.518607216815252,18,3,4,1,10,9.771986970684038
E01002502,Hillingdon 026C,NA,510013,180812,51.51552963256836,-0.4159199893474579,{ECB5A596-CD01-4F85-8133-E7D43BADA1F2},Hillingdon,0.1906758808138969,0,24.625,11350,4,0.349,7258,3,2137,0,0.4679457182966776,0,0,11207.500344974154,7.667158255319148,8,0,1,0,7,3.743565746373421
E01002503,Hillingdon 027C,NA,510141,180413,51.51192092895508,-0.4142000079154968,{CAB0481D-1CEB-47AD-91B1-1697392CE9C8},Hillingdon,0.1919375091643458,0,32.889,7006,3,0.422,4603,2,2001,22.488755622188908,2.4987506246876565,0,0,10425.26814436594,7.601402334583733,78,45,5,9,19,38.980509745127435
E01002505,Hillingdon 026D,NA,511273,180566,51.51306915283203,-0.39785000681877136,{4B38FF46-5790-4C2A-A7F7-98583BA59E16},Hillingdon,0.708512732749654,0,38.119,5111,2,0.455,3647,2,1877,100.69259456579648,18.646776771443793,0,0,2649.211387797627,7.537430036586509,288,189,35,9,55,153.43633457645177
E01002506,Hillingdon 027E,NA,510043,179681,51.5053596496582,-0.4158399999141693,{AB9AA7FA-5760-4FA8-85C9-586EE7FEDC3A},Hillingdon,0.2848264857428812,2,42.794,3886,2,0.518,2121,1,2535,46.942800788954635,18.93491124260355,0.7889546351084812,7.02181889715636,8900.155452145687,7.837948916025283,256,119,48,8,81,100.98619329388559
E01002507,Hillingdon 027F,NA,510829,179799,51.50627136230469,-0.40448999404907227,{37B788E6-ABE3-4777-AD56-2F61A8AF7720},Hillingdon,1.0973741250931075,0,23.645,12042,4,0.346,7366,3,2169,9.681881051175658,0.4610419548178884,0,0,1976.5364886983912,7.682021510826875,41,21,1,0,19,18.902720147533426
E01002508,Hillingdon 026E,NA,510037,181211,51.51911163330078,-0.41545000672340393,{8BD120DA-BAEF-42A9-8435-CD3068B3B35C},Hillingdon,0.3526286722721909,0,34.554,6346,2,0.405,5145,2,2216,14.44043321299639,1.8050541516245489,0,0,6284.230904200239,7.703459047867175,46,32,4,1,9,20.75812274368231
E01002509,Hillingdon 017D,NA,506785,183311,51.53860855102539,-0.4616700112819672,{B76B2CEA-3A25-4FD7-A56D-146FB84830D4},Hillingdon,0.4546318491447773,0,5.082,30792,10,0.09,27420,9,1471,0.6798096532970768,0,0,0,3235.585018443265,7.293697720601438,5,1,0,0,4,3.399048266485384
E01002511,Hillingdon 017E,NA,507234,183090,51.53654098510742,-0.455269992351532,{CFDDA8E7-1421-43E6-A88B-E452445E4B1F},Hillingdon,0.24412961486623905,0,21.919,13210,4,0.305,9283,3,1669,8.987417615338526,0.5991611743559018,0,0,6836.532310569782,7.419979923661835,20,15,1,0,4,11.983223487118035
E01002512,Hillingdon 013C,NA,506297,184976,51.55366897583008,-0.4681999981403351,{D8ECE702-B91E-4AB6-8DFA-4E06B0F607E2},Hillingdon,1.1884438605825864,0,8.532,26799,8,0.142,20965,7,2218,6.311992786293959,3.606853020739405,0,0,1866.3060776911375,7.704361167910313,47,14,8,3,22,21.190261496844006
E01002513,Hillingdon 013D,NA,507233,184698,51.55099105834961,-0.45478999614715576,{813184F4-99D6-4B6F-8132-42238F7803AC},Hillingdon,0.567047495234508,2,12.045,22548,7,0.141,21043,7,1523,0.6565988181221273,0.6565988181221273,1.3131976362442546,3.5270414150632665,2685.8420375706773,7.328437352895162,7,1,1,0,5,4.596191726854892
E01002514,Hillingdon 015C,NA,505453,184599,51.55044174194336,-0.48047998547554016,{D529B9DD-D893-40BD-8A5A-D86B70F9EC05},Hillingdon,0.2850861235173314,0,19.293,15282,5,0.256,11916,4,2150,0.930232558139535,5.5813953488372094,0,0,7541.580675599925,7.673223121121708,47,2,12,5,28,21.86046511627907
E01002516,Hillingdon 013E,NA,507184,184033,51.545021057128906,-0.455700010061264,{578022FD-D8EE-403C-8449-36897D386D89},Hillingdon,0.587365859396304,0,6.695,28973,9,0.102,25751,8,1503,0,1.3306719893546242,0,0,2558.8821276483227,7.315218389752975,10,0,2,0,8,6.65335994677312
E01002518,Hillingdon 022C,NA,505527,182133,51.52825927734375,-0.4801500141620636,{D7931166-9286-445E-8A28-A6C34E95FF76},Hillingdon,0.2303826995315007,0,16.471,17747,6,0.198,15822,5,1360,0,1.4705882352941175,0,0,5903.221043792155,7.215239978730097,16,0,2,0,14,11.76470588235294
E01002519,Hillingdon 022D,NA,505200,181583,51.523380279541016,-0.4850299954414368,{BF858C43-DEA6-4A37-826A-014EA288F11D},Hillingdon,0.6362641796764287,0,25.11,11038,4,0.279,10620,4,2253,0,1.3315579227696406,0,0,3540.981988245449,7.720017940432244,17,0,3,1,13,7.545494895694629
E01002520,Hillingdon 016B,NA,504753,183277,51.53868865966797,-0.4909699857234955,{9392B6E4-598F-443A-8180-3D4D27DF7AC8},Hillingdon,0.5060238801835375,0,27.565,9560,3,0.339,7682,3,2187,1.371742112482853,2.286236854138089,0,0,4321.930418000755,7.690286020676768,25,3,5,2,15,11.431184270690443
E01002521,Hillingdon 016C,NA,505147,184076,51.54579162597656,-0.4850499927997589,{B5EB0126-CC25-4686-B2A6-3A615594D236},Hillingdon,0.5418423146141591,1,35.702,5904,2,0.429,4420,2,2542,107.7891424075531,34.61841070023604,0.3933910306845004,1.8455553821264232,4691.401781365367,7.8407064517494,488,274,88,10,116,191.97482297403621
E01002523,Hillingdon 016D,NA,505268,183511,51.54069137573242,-0.48346999287605286,{3F1B3323-EA47-48F0-9205-D2C722A8AC51},Hillingdon,0.1682999981292952,0,19.475,15119,5,0.202,15550,5,1647,1.2143290831815423,2.4286581663630846,0,0,9786.096365459878,7.40671073017764,20,2,4,0,14,12.143290831815422
E01002525,Hillingdon 029B,NA,506041,179343,51.50308990478515,-0.4735899865627289,{61DACF98-D557-4BFD-9150-82065A3CBB6E},Hillingdon,0.5098594098442396,0,21.729,13354,4,0.2,15684,5,1896,1.0548523206751057,1.5822784810126582,0,0,3718.6721739218697,7.547501682814967,17,2,3,0,12,8.966244725738397
E01002526,Hillingdon 028C,NA,506909,179419,51.50360870361328,-0.46105998754501343,{E4F50E9F-833A-4399-8443-8E6FDF70223E},Hillingdon,0.2979397468452491,0,24.717,11296,4,0.279,10661,4,3217,16.785825303077402,1.554243083618278,0,0,10797.48517632634,8.076204527239026,84,54,5,2,23,26.11128380478707
E01002527,Hillingdon 031D,NA,505449,179028,51.50035858154297,-0.4822100102901459,{5C56DE11-381D-440C-AF22-06BAE6A1602E},Hillingdon,0.8757348555468866,0,36.358,5670,2,0.367,6545,2,1717,0,0.5824111822947001,0,0,1960.6391011212552,7.448333860897476,9,0,1,0,8,5.241700640652301
E01002528,Hillingdon 028D,NA,507115,179064,51.50038146972656,-0.45820000767707825,{C7239BFB-5A00-49E2-8306-FA96ED2F1BC1},Hillingdon,0.34981715454492907,0,36.825,5513,2,0.397,5426,2,1791,1.1166945840312674,2.7917364600781687,0,0,5119.81752961738,7.490529402060711,18,2,5,0,11,10.050251256281408
E01002529,Hillingdon 029C,NA,506300,179816,51.50728988647461,-0.4697099924087525,{8FC4F290-9E68-44D7-8E68-8C99D837998F},Hillingdon,0.25695236357003687,0,29.336,8611,3,0.329,8161,3,2706,2.2172949002217295,2.9563932002956395,0,0,10531.134885873242,7.903226808730733,33,6,8,2,17,12.195121951219512
E01002530,Hillingdon 029D,NA,506103,178702,51.497310638427734,-0.4728899896144867,{272C2BB5-C1F6-467B-87DD-9E19530427DA},Hillingdon,0.26831428547037395,0,41.372,4247,2,0.454,3681,2,1961,2.5497195308516063,1.0198878123406423,0,0,7308.593340687128,7.581209826196346,21,5,2,1,13,10.708822029576748
E01002531,Hillingdon 029E,NA,505656,179748,51.50680160522461,-0.4790099859237671,{141962AC-6E58-4262-A676-15543DF699F2},Hillingdon,0.34193263192383155,0,19.488,15104,5,0.185,16832,5,1797,6.67779632721202,1.1129660545353368,0,0,5255.421191857165,7.493873886783559,22,12,2,0,8,12.242626599888704
E01002533,Hillingdon 005A,NA,507799,188190,51.582271575927734,-0.4455600082874298,{1AC192F7-8BAB-4A0B-8A54-B1AD9FD50693},Hillingdon,1.335842892760731,0,18.392,16014,5,0.212,14822,5,1495,0,0,0,0,1119.1435820048755,7.309881485824787,3,0,0,0,3,2.0066889632107023
E01002534,Hillingdon 005B,NA,508582,187416,51.57516098022461,-0.4345000088214874,{01C02996-E60B-4128-A138-C7C2B05D43AD},Hillingdon,0.4092124200618443,0,7.389,28192,9,0.129,22320,7,1495,17.391304347826086,0.6688963210702341,0,0,3653.3592987575025,7.309881485824787,34,26,1,0,7,22.74247491638796
E01002535,Hillingdon 007E,NA,509272,187233,51.57339096069336,-0.4246099889278412,{625EE551-99B1-4D4E-AC53-26094A84E983},Hillingdon,0.40829420709080994,1,10.035,24934,8,0.122,23169,7,2314,22.47191011235955,5.617977528089887,0.432152117545376,2.4492142740041056,5667.4818300455,7.746732907753622,96,52,13,2,29,41.48660328435609
E01002536,Hillingdon 009D,NA,508876,186836,51.56988906860352,-0.4304400086402893,{F9118165-3200-452B-BC33-51F638262195},Hillingdon,0.3913099307792904,0,9.674,25340,8,0.131,22203,7,1467,0.6816632583503749,0.6816632583503749,0,0,3748.9465117291606,7.290974778142981,4,1,1,0,2,2.7266530334014996
E01002537,Hillingdon 009E,NA,508159,186547,51.567440032958984,-0.4408699870109558,{31E884D6-85FB-4328-8370-E55F07E28165},Hillingdon,0.4518342095723974,0,7.763,27737,9,0.106,25197,8,2585,2.7079303675048356,1.1605415860735009,0,0,5721.125017174702,7.85748078694253,23,7,3,0,13,8.897485493230175
E01002538,Hillingdon 005C,NA,508466,189226,51.591461181640625,-0.4356200098991394,{528385CD-E8F0-49E7-8F59-32D321BDAF86},Hillingdon,1.0204431219330448,0,15.404,18881,6,0.182,17026,6,1730,12.13872832369942,1.7341040462427746,0,0,1695.3419184430663,7.455876687491824,35,21,3,0,11,20.23121387283237
E01002539,Hillingdon 005D,NA,508563,187967,51.58012008666992,-0.4346100091934204,{D8267BE5-8A90-4C11-B8EB-0FC98459E248},Hillingdon,0.3722191719444944,0,6.878,28764,9,0.097,26531,8,1681,0,0,0,0,4516.156411875184,7.427144133408616,2,0,0,0,2,1.1897679952409281
E01002540,Hillingdon 020C,NA,511733,182438,51.52981185913086,-0.39063000679016113,{BFFDAE7E-3A0C-47A7-A66B-5FB916D6FDC2},Hillingdon,0.2264205157654537,0,33.104,6898,3,0.407,5094,2,1896,20.569620253164555,1.5822784810126582,0,0,8373.799492463148,7.547501682814967,95,39,3,1,52,50.10548523206751
E01002541,Hillingdon 023A,NA,512266,182113,51.52677917480469,-0.38304999470710754,{00994E3E-F05F-42F9-9959-DCA41248DA75},Hillingdon,0.3816035012042169,0,20.235,14520,5,0.287,10215,4,2144,1.8656716417910448,1.3992537313432836,0,0,5618.3970881667265,7.670428522190693,12,4,3,0,5,5.597014925373134
E01002542,Hillingdon 020D,NA,511342,182193,51.527679443359375,-0.396340012550354,{3ACB95B5-D37C-474E-8B98-BCCAF5FC4260},Hillingdon,0.17717245177863072,1,38.735,4931,2,0.481,2974,1,2244,1.3368983957219251,2.228163992869875,0.44563279857397503,5.644218330564486,12665.625933786709,7.716015266642587,29,3,5,2,19,12.923351158645277
E01002543,Hillingdon 020E,NA,511633,182048,51.52632141113281,-0.3921999931335449,{57B9E69C-7B3A-4BC3-BA42-7DC9858BBB6E},Hillingdon,0.27358950323692593,0,30.277,8143,3,0.443,3955,2,2243,0.44583147570218457,1.7833259028087385,0,0,8198.413950324633,7.715569534520208,12,1,4,1,6,5.349977708426215
E01002544,Hillingdon 023B,NA,512150,181386,51.52027130126953,-0.38495999574661255,{0FD11A5F-B025-4B18-B309-825F2A1C11B5},Hillingdon,0.6190000803358778,0,15.284,19003,6,0.221,14139,5,1849,24.337479718766904,1.081665765278529,0,0,2987.075541245015,7.522400231387125,137,45,2,0,90,74.09410492157923
E01002545,Hillingdon 023C,NA,511690,181686,51.5230598449707,-0.39149001240730286,{C86BFB23-A493-4D01-B18F-6726ED182E48},Hillingdon,0.28341777874962915,0,42.876,3860,2,0.52,2084,1,1487,20.847343644922663,2.017484868863484,0,0,5246.671562243855,7.304515946460155,58,31,3,8,16,39.004707464694015
E01002546,Hillingdon 023D,NA,511301,181097,51.51784133911133,-0.3972800076007843,{9F99BB67-9432-4054-90B8-0373A846BDD4},Hillingdon,0.19125882907971087,0,20.571,14287,5,0.3,9528,3,1844,0,2.1691973969631237,0,0,9641.384969639634,7.519692404116539,10,0,4,1,5,5.422993492407809
E01002547,Hillingdon 023E,NA,511790,180863,51.51564025878906,-0.39030998945236206,{676E0247-E667-4E1D-9F45-2B79CCEBC4B2},Hillingdon,0.1796722098645291,0,27.064,9850,3,0.345,7429,3,1858,10.764262648008613,1.6146393972012918,0,0,10341.053863593665,7.527255919373784,35,20,3,0,12,18.83745963401507
E01002548,Hillingdon 025A,NA,506943,180468,51.513031005859375,-0.46024999022483826,{DDE41214-AA0F-43DA-A8BD-7120883551EE},Hillingdon,1.1517527282158853,0,27.738,9454,3,0.333,7998,3,2321,2.1542438604049976,0,0,0,2015.1894960955112,7.749753406274437,20,5,0,0,15,8.61697544161999
E01002549,Hillingdon 025B,NA,507583,181357,51.52090072631836,-0.4507600069046021,{B2FC2148-72A1-4D74-BD2F-9716FA666216},Hillingdon,0.6039262616889365,0,25.335,10908,4,0.322,8463,3,2148,0,0,0,0,3556.725607515256,7.672292455628756,9,0,0,0,9,4.189944134078212
E01002550,Hillingdon 022E,NA,506261,181293,51.52056884765625,-0.4698300063610077,{0D18F2B8-ADD8-42EF-B088-FD9BD093DDC5},Hillingdon,0.24464280323719653,0,28.588,8991,3,0.339,7691,3,1996,0,0.501002004008016,0,0,8158.833914540919,7.59890045687141,5,0,1,0,4,2.50501002004008
E01002551,Hillingdon 025C,NA,506895,181351,51.52096939086914,-0.4606800079345703,{92CC2631-8F36-4684-A468-CCFE9A214442},Hillingdon,0.31774842080391164,0,24.662,11330,4,0.281,10549,4,2194,0,0.911577028258888,0,0,6904.833687132493,7.693481640835175,9,0,2,2,5,4.102096627164996
E01002552,Hillingdon 025D,NA,506527,180804,51.51612854003906,-0.4661400020122528,{88458312-B7B8-459E-B071-A5965E957205},Hillingdon,0.26037909663052905,1,29.535,8500,3,0.34,7646,3,1814,0,0.5512679162072768,0.5512679162072768,3.8405540726603458,6966.765087805867,7.503289630675082,9,0,1,1,7,4.961411245865491
E01002553,Hillingdon 025E,NA,506646,181035,51.51818084716797,-0.464359998703003,{902543BD-B7EE-4EB1-A504-1468C8AE9718},Hillingdon,0.18945029424227433,0,33.922,6577,2,0.375,6230,2,1828,0.5470459518599562,0.5470459518599562,0,0,9648.968914570818,7.510977752014095,10,1,1,1,7,5.470459518599562
E01002555,Hounslow 022A,NA,509260,174673,51.46049880981445,-0.4286699891090393,{70D8A534-2984-40BE-8DDD-660684F7667B},Hounslow,0.7170853961262172,0,23.004,12448,4,0.234,13330,4,2171,3.22432058959005,1.381851681252879,0,0,3027.5334175371677,7.682943169878292,21,7,3,0,11,9.672961768770152
E01002556,Hounslow 022B,NA,509437,174094,51.45526123046875,-0.4262999892234802,{3320D75E-DC2E-48CF-9AEF-39153A5AF21C},Hounslow,0.20048931281532148,0,22.837,12572,4,0.259,11736,4,2031,1.9694731659281144,0,0,0,10130.21577798929,7.616283561580385,11,4,0,1,6,5.416051206302314
E01002557,Hounslow 023A,NA,508511,173858,51.45331954956055,-0.43970000743865967,{0A75BB1A-9726-4C60-9344-8585BFF162FB},Hounslow,0.3378359162084367,0,28.552,9012,3,0.299,9571,3,2104,1.4258555133079849,0.4752851711026616,0,0,6227.875424298824,7.651595573857601,21,3,1,1,16,9.980988593155894
E01002558,Hounslow 023B,NA,508930,173858,51.45323944091797,-0.4336700141429901,{2D76E58F-0349-4C15-8736-23DBDFDB0DFA},Hounslow,0.2350629389215419,3,35.017,6160,2,0.399,5355,2,2367,6.759611322348965,1.2674271229404308,1.2674271229404308,12.762539317188256,10069.643521261534,7.769378609513984,33,16,3,3,11,13.94169835234474
