lsoa_code,theft_count,shoplifting_count,theft_from_person_count,bicycle_theft_count,other_theft_count
E01000965,17,0,4,1,12
E01000966,5,0,1,2,2
E01000967,14,0,7,1,6
E01000968,43,0,17,5,21
E01000969,67,25,15,1,26
E01000970,50,2,14,3,31
E01000971,3,0,1,0,2
E01000972,352,173,108,8,63
E01000973,176,61,67,6,42
E01000974,14,0,9,1,4
E01000975,34,5,8,0,21
E01000976,297,260,8,3,26
E01000977,19,1,3,3,12
E01000978,9,0,0,0,9
E01000979,58,31,2,1,24
E01000980,4,0,0,0,4
E01000981,6,0,0,0,6
E01000982,13,0,0,1,12
E01000983,15,6,0,0,9
E01000984,32,16,0,1,15
E01000985,6,1,1,0,4
E01000986,98,82,3,0,13
E01000987,9,6,0,0,3
E01000989,7,0,2,0,5
E01000990,11,3,0,0,8
E01000991,21,15,0,0,6
E01000992,55,21,2,0,32
E01000993,51,42,2,0,7
E01000994,3,0,0,2,1
E01000995,49,10,8,1,30
E01000996,2,0,1,0,1
E01000997,11,0,2,0,9
E01000998,15,1,2,0,12
E01000999,3,0,1,0,2
E01001000,24,4,4,1,15
E01001001,7,0,0,0,7
E01001002,4,0,1,0,3
E01001003,5,0,1,0,4
E01001004,15,0,1,0,14
E01001005,14,2,2,1,9
E01001006,114,95,3,2,14
E01001007,22,16,2,1,3
E01001008,51,38,2,0,11
E01001009,22,12,3,0,7
E01001010,107,32,14,5,56
E01001011,65,26,12,4,23
E01001012,25,0,4,2,19
E01001013,321,208,50,7,56
E01001015,9,0,1,0,8
E01001016,10,0,3,0,7
E01001017,8,0,1,0,7
E01001018,3,1,0,1,1
E01001019,4,0,0,0,4
E01001020,9,2,0,0,7
E01001021,7,0,0,0,7
E01001022,3,0,0,1,2
E01001023,160,118,4,2,36
E01001024,5,2,0,0,3
E01001025,1,1,0,0,0
E01001026,9,1,0,1,7
E01001027,45,1,0,1,43
E01001028,9,0,1,0,8
E01001029,8,0,0,0,8
E01001030,3,0,0,0,3
E01001031,33,23,3,0,7
E01001032,2,0,1,0,1
E01001033,20,0,1,2,17
E01001034,12,4,3,0,5
E01001035,9,0,0,0,9
E01001036,7,0,0,0,7
E01001037,35,11,1,1,22
E01001038,3,0,0,0,3
E01001039,2,0,0,0,2
E01001040,14,2,0,0,12
E01001041,7,0,1,0,6
E01001042,133,44,22,2,65
E01001044,12,0,1,0,11
E01001046,7,0,2,0,5
E01001047,15,0,4,1,10
E01001049,6,0,1,0,5
E01001050,9,0,1,1,7
E01001051,17,1,1,1,14
E01001053,7,0,0,0,7
E01001054,6,0,0,0,6
E01001055,14,4,2,0,8
E01001056,12,0,2,1,9
E01001057,12,0,1,0,11
E01001058,3,0,0,0,3
E01001059,3,0,0,0,3
E01001060,8,0,0,0,8
E01001061,9,0,2,1,6
E01001062,157,142,3,0,12
E01001063,5,0,0,0,5
E01001064,48,24,3,0,21
E01001065,70,54,5,0,11
E01001066,6,0,0,1,5
E01001067,6,0,0,0,6
E01001068,6,1,0,1,4
E01001069,5,0,0,1,4
E01001070,13,1,0,0,12
E01001071,6,3,0,0,3
E01001072,5,0,0,0,5
E01001073,3,0,1,0,2
E01001074,24,5,2,1,16
E01001075,202,194,2,0,6
E01001076,92,76,3,0,13
E01001077,3,0,0,0,3
E01001078,52,12,2,1,37
E01001079,12,6,0,0,6
E01001080,18,6,0,0,12
E01001081,8,0,2,0,6
E01001082,18,3,3,0,12
E01001083,9,0,3,0,6
E01001084,10,3,1,0,6
E01001085,51,14,11,0,26
E01001086,13,1,3,1,8
E01001087,52,11,12,3,26
E01001088,5,0,1,0,4
E01001089,449,429,5,1,14
E01001090,17,1,2,1,13
E01001091,8,0,2,1,5
E01001092,6,0,3,0,3
E01001093,9,0,1,0,8
E01001094,9,0,2,1,6
E01001095,25,3,3,4,15
E01001096,4,0,0,0,4
E01001097,138,68,15,1,54
E01001098,5,0,0,0,5
E01001099,13,0,0,0,13
E01001100,7,2,2,0,3
E01001102,23,14,2,0,7
E01001103,2,0,1,0,1
E01001104,3,0,0,0,3
E01001105,2,0,0,0,2
E01001106,6,3,0,0,3
E01001107,4,0,0,0,4
E01001108,5,0,0,0,5
E01001109,30,5,6,2,17
E01001110,32,5,7,1,19
E01001111,64,28,6,1,29
E01001112,7,0,1,0,6
E01001113,10,0,2,0,8
E01001114,22,0,2,2,18
E01001115,21,8,4,0,9
E01001116,66,29,7,3,27
E01001118,47,4,5,4,34
E01001119,1,0,0,0,1
E01001120,21,12,0,0,9
E01001121,1,0,0,0,1
E01001122,5,0,0,1,4
E01001123,8,0,1,0,7
E01001124,3,0,1,0,2
E01001125,59,38,2,1,18
E01001126,3,0,0,0,3
E01001127,2,0,0,1,1
E01001128,12,0,2,0,10
E01001129,3,0,1,0,2
E01001130,8,0,1,0,7
E01001131,8,2,1,0,5
E01001132,43,33,1,0,9
E01001133,7,0,5,0,2
E01001134,4,0,0,0,4
E01001135,36,1,1,0,34
E01001136,73,45,10,1,17
E01001137,17,0,3,3,11
E01001138,2,0,0,0,2
E01001139,9,1,0,0,8
E01001140,12,0,2,0,10
E01001141,3,0,0,0,3
E01001142,22,5,5,2,10
E01001143,17,0,1,2,14
E01001144,15,3,0,1,11
E01001145,29,9,3,0,17
E01001146,7,0,1,0,6
E01001147,8,0,0,0,8
E01001148,24,1,4,0,19
E01001149,3,0,0,0,3
E01001150,14,4,1,2,7
E01001151,16,2,0,0,14
E01001152,20,2,7,1,10
E01001153,10,0,0,1,9
E01001154,24,2,5,0,17
E01001155,108,42,16,4,46
E01001156,18,0,4,1,13
E01001157,16,0,1,0,15
E01001158,10,0,3,0,7
E01001159,7,0,0,2,5
E01001160,32,18,4,1,9
E01001161,14,1,3,0,10
E01001162,23,4,1,0,18
E01001163,7,0,2,0,5
E01001164,49,22,7,1,19
E01001165,15,3,2,1,9
E01001166,6,0,0,0,6
E01001167,440,394,10,5,31
E01001168,20,8,0,0,12
E01001169,12,0,3,0,9
E01001170,6,2,3,0,1
E01001171,12,0,2,1,9
E01001172,80,11,6,1,62
E01001173,23,0,5,1,17
E01001174,12,0,3,0,9
E01001175,26,2,6,1,17
E01001176,35,21,2,0,12
E01001177,34,2,4,1,27
E01001178,78,6,7,2,63
E01001179,13,1,4,1,7
E01001180,14,4,5,1,4
E01001181,38,19,6,1,12
E01001182,10,0,0,2,8
E01001183,101,69,8,3,21
E01001184,2,0,0,0,2
E01001185,17,7,0,1,9
E01001186,11,0,0,1,10
E01001187,14,0,7,1,6
E01001188,14,1,1,0,12
E01001189,10,0,1,2,7
E01001190,8,0,1,0,7
E01001191,36,9,2,6,19
E01001192,56,40,1,1,14
E01001193,12,0,2,0,10
E01001194,37,16,6,1,14
E01001195,13,0,6,0,7
E01001196,35,21,2,4,8
E01001197,5,0,0,1,4
E01001198,16,2,0,0,14
E01001199,18,5,1,1,11
E01001200,20,0,6,1,13
E01001201,11,0,0,0,11
E01001202,285,191,22,14,58
E01001203,21,7,2,4,8
E01001204,3,0,1,0,2
E01001205,13,0,0,3,10
E01001206,11,0,0,0,11
E01001207,15,0,1,2,12
E01001208,9,0,0,2,7
E01001209,41,24,3,1,13
E01001210,15,1,2,2,10
E01001211,5,0,0,0,5
E01001212,8,0,2,1,5
E01001213,19,0,3,0,16
E01001214,5,0,2,0,3
E01001215,32,4,8,2,18
E01001216,9,0,2,1,6
E01001217,6,0,0,0,6
E01001218,17,0,2,1,14
E01001219,23,0,3,1,19
E01001220,9,0,1,3,5
E01001223,4,0,0,0,4
E01001224,3,0,0,1,2
E01001225,107,16,30,23,38
E01001226,12,0,2,0,10
E01001227,8,3,1,1,3
E01001228,23,0,2,7,14
E01001229,12,1,1,1,9
E01001230,16,0,3,3,10
E01001231,63,29,8,2,24
E01001232,8,0,0,0,8
E01001233,58,19,9,2,28
E01001234,49,11,9,6,23
E01001235,38,1,4,5,28
E01001236,16,0,4,0,12
E01001237,7,0,0,3,4
E01001239,13,1,3,0,9
E01001240,26,2,2,1,21
E01001241,22,1,2,1,18
E01001242,28,1,9,4,14
E01001243,53,5,7,7,34
E01001244,30,0,9,4,17
E01001245,45,15,3,4,23
E01001246,45,1,10,3,31
E01001247,211,74,24,17,96
E01001248,12,0,4,0,8
E01001249,131,63,12,11,45
E01001250,23,2,4,3,14
E01001251,28,7,5,3,13
E01001252,116,64,6,15,31
E01001253,29,5,5,3,16
E01001254,15,1,1,3,10
E01001255,4,0,0,1,3
E01001257,19,0,3,2,14
E01001258,10,0,4,0,6
E01001259,9,1,4,1,3
E01001260,13,0,6,0,7
E01001261,170,91,23,3,53
E01001262,10,0,4,1,5
E01001263,8,0,2,1,5
E01001264,2,0,0,0,2
E01001265,10,3,1,0,6
E01001266,104,50,12,2,40
E01001267,39,11,2,0,26
E01001268,6,0,1,0,5
E01001269,38,11,4,2,21
E01001270,6,0,0,0,6
E01001271,19,2,3,1,13
E01001272,64,39,5,3,17
E01001273,16,3,1,1,11
E01001274,9,0,1,1,7
E01001275,9,0,2,0,7
E01001276,25,1,6,3,15
E01001277,35,7,8,0,20
E01001278,43,8,13,3,19
E01001279,7,0,1,1,5
E01001280,11,0,3,1,7
E01001281,5,1,0,1,3
E01001282,3,0,0,0,3
E01001283,11,0,0,1,10
E01001284,5,0,1,0,4
E01001285,18,8,6,0,4
E01001286,5,0,0,0,5
E01001287,2,1,0,0,1
E01001288,10,0,1,0,9
E01001289,7,0,2,0,5
E01001290,12,0,2,0,10
E01001291,11,0,3,1,7
E01001292,3,0,0,0,3
E01001293,6,0,2,0,4
E01001294,9,0,2,0,7
E01001295,5,0,1,0,4
E01001296,7,0,2,1,4
E01001297,14,2,3,0,9
E01001298,11,0,1,0,10
E01001299,21,4,1,4,12
E01001300,3,0,0,1,2
E01001301,30,7,2,2,19
E01001302,14,2,3,1,8
E01001303,36,12,4,4,16
E01001304,11,0,0,3,8
E01001305,5,1,3,1,0
E01001306,11,0,0,0,11
E01001307,10,0,0,0,10
E01001308,6,0,1,0,5
E01001309,13,1,1,0,11
E01001310,309,296,5,2,6
E01001311,9,0,0,0,9
E01001312,10,3,3,1,3
E01001313,2,0,0,0,2
E01001314,11,1,0,1,9
E01001315,4,1,1,0,2
E01001316,26,8,4,0,14
E01001317,9,2,1,0,6
E01001318,10,0,1,1,8
E01001319,3,0,0,0,3
E01001320,13,0,1,0,12
E01001321,11,0,3,0,8
E01001322,64,3,19,9,33
E01001323,58,23,18,4,13
E01001324,8,0,0,0,8
E01001325,8,1,0,0,7
E01001326,27,4,5,1,17
E01001327,43,23,6,2,12
E01001328,31,7,8,1,15
E01001329,5,0,1,0,4
E01001330,16,0,3,4,9
E01001331,5,0,1,2,2
E01001332,5,0,1,1,3
E01001333,80,1,24,14,41
E01001334,12,0,5,1,6
E01001335,11,0,4,1,6
E01001336,18,2,4,1,11
E01001337,96,27,7,6,56
E01001338,36,13,5,1,17
E01001339,35,5,0,9,21
E01001340,15,2,2,1,10
E01001341,12,4,2,1,5
E01001342,12,0,4,1,7
E01001343,12,0,0,0,12
E01001344,18,0,5,0,13
E01001345,16,0,6,0,10
E01001346,13,0,0,2,11
E01001347,59,24,7,4,24
E01001348,95,68,17,3,7
E01001349,17,2,4,0,11
E01001350,10,0,0,0,10
E01001351,79,27,17,1,34
E01001352,18,4,3,3,8
E01001353,17,0,6,3,8
E01001354,151,20,6,3,122
E01001355,29,3,3,6,17
E01001356,14,0,3,2,9
E01001357,13,2,0,3,8
E01001358,35,1,4,4,26
E01001359,74,5,31,1,37
E01001360,75,2,30,1,42
E01001361,540,169,198,12,161
E01001362,86,5,40,7,34
E01001363,7,0,2,0,5
E01001364,22,0,2,0,20
E01001365,22,3,3,1,15
E01001366,9,1,3,0,5
E01001367,177,94,22,3,58
E01001368,9,0,2,0,7
E01001369,34,2,12,5,15
E01001370,54,8,6,2,38
E01001371,28,0,6,0,22
E01001372,11,0,2,2,7
E01001373,22,2,4,2,14
E01001374,8,0,1,0,7
E01001375,10,1,0,2,7
E01001376,14,1,1,0,12
E01001377,11,6,0,0,5
E01001379,6,0,0,3,3
E01001380,14,0,1,2,11
E01001381,33,5,6,1,21
E01001382,8,0,1,0,7
E01001383,9,0,1,1,7
E01001384,10,0,1,2,7
E01001385,15,4,3,2,6
E01001386,37,1,5,7,24
E01001387,32,0,8,8,16
E01001388,54,17,11,1,25
E01001389,145,103,10,7,25
E01001390,6,1,2,0,3
E01001391,15,3,4,0,8
E01001392,4,0,0,0,4
E01001393,8,0,2,0,6
E01001394,12,0,3,1,8
E01001395,15,0,2,2,11
E01001396,22,2,5,0,15
E01001397,17,0,4,0,13
E01001398,4,0,1,0,3
E01001399,10,2,0,0,8
E01001400,4,0,1,0,3
E01001401,25,3,0,0,22
E01001402,15,1,1,0,13
E01001403,14,0,0,0,14
E01001404,4,0,1,0,3
E01001405,3,0,0,0,3
E01001406,60,38,5,4,13
E01001407,1,1,0,0,0
E01001408,10,2,0,0,8
E01001409,25,0,6,1,18
E01001410,19,0,0,0,19
E01001411,65,32,4,0,29
E01001412,26,6,5,0,15
E01001413,7,1,0,0,6
E01001414,3,0,0,0,3
E01001415,53,33,5,0,15
E01001416,13,2,1,0,10
E01001417,21,4,1,0,16
E01001418,16,3,3,0,10
E01001419,30,5,7,0,18
E01001420,4,0,0,0,4
E01001421,12,3,1,0,8
E01001422,11,0,3,0,8
E01001423,20,1,3,0,16
E01001424,14,0,7,1,6
E01001425,45,1,11,1,32
E01001426,18,0,3,2,13
E01001427,32,1,6,1,24
E01001428,14,1,0,0,13
E01001429,434,176,124,26,108
E01001430,24,0,13,2,9
E01001431,13,0,3,1,9
E01001432,33,1,14,2,16
E01001433,28,3,4,0,21
E01001434,7,0,2,0,5
E01001435,11,0,2,1,8
E01001436,12,0,4,0,8
E01001437,56,22,5,1,28
E01001438,15,3,1,0,11
E01001439,233,204,13,1,15
E01001440,63,32,13,0,18
E01001441,57,5,15,9,28
E01001442,26,3,7,1,15
E01001444,11,1,3,1,6
E01001445,27,1,0,0,26
E01001446,9,0,0,0,9
E01001447,20,0,2,1,17
E01001448,14,0,3,0,11
E01001449,22,2,5,2,13
E01001450,176,36,79,3,58
E01001451,138,69,39,0,30
E01001452,2,0,0,0,2
E01001453,2,0,0,0,2
E01001454,6,0,0,0,6
E01001455,9,1,2,1,5
E01001456,3,0,1,0,2
E01001457,12,0,2,0,10
E01001458,36,1,11,2,22
E01001459,7,0,1,0,6
E01001460,19,1,3,0,15
E01001461,21,1,3,3,14
E01001462,9,0,2,1,6
E01001463,3,0,0,0,3
E01001464,13,1,1,0,11
E01001465,12,0,5,0,7
E01001466,6,0,2,0,4
E01001467,11,0,2,0,9
E01001468,33,1,5,0,27
E01001469,3,1,0,0,2
E01001470,7,1,1,0,5
E01001471,4,0,0,1,3
E01001472,20,15,2,0,3
E01001473,2,0,0,0,2
E01001474,10,0,1,0,9
E01001475,7,0,2,0,5
E01001476,16,0,4,2,10
E01001477,17,0,3,0,14
E01001478,7,0,2,0,5
E01001479,45,5,8,1,31
E01001480,6,0,1,0,5
E01001481,10,0,2,0,8
E01001482,15,0,3,0,12
E01001483,13,0,2,2,9
E01001484,26,4,4,0,18
E01001485,45,3,14,1,27
E01001486,15,0,2,0,13
E01001487,24,1,4,1,18
E01001488,19,0,2,1,16
E01001489,8,0,1,0,7
E01001491,19,1,2,1,15
E01001492,16,2,4,0,10
E01001493,14,0,4,2,8
E01001494,9,0,0,0,9
E01001495,25,7,1,1,16
E01001496,9,0,0,0,9
E01001497,5,1,0,0,4
E01001498,103,56,18,3,26
E01001499,10,0,2,0,8
E01001500,22,6,6,1,9
E01001501,598,558,8,4,28
E01001502,54,27,10,6,11
E01001503,9,0,2,1,6
E01001504,20,0,7,0,13
E01001505,12,0,5,0,7
E01001507,147,72,39,5,31
E01001508,31,1,14,2,14
E01001509,13,0,0,1,12
E01001511,281,221,16,3,41
E01001512,61,35,7,1,18
E01001513,253,210,12,2,29
E01001514,25,1,4,1,19
E01001515,8,0,1,0,7
E01001516,78,8,12,2,56
E01001517,12,0,4,0,8
E01001518,48,3,18,3,24
E01001520,11,0,5,0,6
E01001521,9,0,1,1,7
E01001522,23,11,1,0,11
E01001523,4,0,0,0,4
E01001524,6,0,1,1,4
E01001525,4,0,0,0,4
E01001526,6,0,2,1,3
E01001527,22,2,2,3,15
E01001528,398,376,3,2,17
E01001529,17,0,3,1,13
E01001530,10,0,1,0,9
E01001531,4,0,0,0,4
E01001532,18,0,4,0,14
E01001533,3,0,2,0,1
E01001534,43,11,16,1,15
E01001535,10,0,1,2,7
E01001536,150,16,51,6,77
E01001537,8,1,0,1,6
E01001538,5,0,3,0,2
E01001539,10,1,2,0,7
E01001540,77,46,7,0,24
E01001541,11,0,5,1,5
E01001542,14,1,0,0,13
E01001543,5,1,1,0,3
E01001544,19,0,5,0,14
E01001545,25,0,3,2,20
E01001546,14,0,2,0,12
E01001547,28,7,7,3,11
E01001548,23,0,5,1,17
E01001549,24,5,4,0,15
E01001550,18,0,6,1,11
E01001551,24,4,5,1,14
E01001552,18,2,5,1,10
E01001553,8,0,2,1,5
E01001554,72,2,25,4,41
E01001555,64,10,16,2,36
E01001556,15,1,3,1,10
E01001557,14,1,2,0,11
E01001558,104,27,30,3,44
E01001559,472,74,113,5,280
E01001560,12,0,2,0,10
E01001562,14,0,3,1,10
E01001563,42,10,12,1,19
E01001564,38,20,5,0,13
E01001565,20,0,3,1,16
E01001566,9,0,3,0,6
E01001567,6,0,0,0,6
E01001568,5,0,1,0,4
E01001569,32,10,3,3,16
E01001570,18,1,7,0,10
E01001571,5,2,1,0,2
E01001572,37,28,2,1,6
E01001573,27,8,1,0,18
E01001574,10,0,1,0,9
E01001575,49,29,5,0,15
E01001576,29,5,5,2,17
E01001577,17,0,3,0,14
E01001578,214,176,5,7,26
E01001579,17,0,4,2,11
E01001580,50,4,4,0,42
E01001581,23,8,6,1,8
E01001582,23,2,6,1,14
E01001583,5,1,0,0,4
E01001584,18,0,5,8,5
E01001585,11,0,2,1,8
E01001586,7,0,1,0,6
E01001587,20,0,5,2,13
E01001588,17,0,3,1,13
E01001589,16,12,1,0,3
E01001590,24,1,6,2,15
E01001591,65,33,9,2,21
E01001592,8,0,2,1,5
E01001593,6,1,1,0,4
E01001594,15,0,1,0,14
E01001595,11,0,2,0,9
E01001596,6,1,0,0,5
E01001597,9,1,0,1,7
E01001598,4,1,1,0,2
E01001599,7,3,1,0,3
E01001600,5,3,1,1,0
E01001601,7,0,1,0,6
E01001602,26,9,3,2,12
E01001603,4,0,0,1,3
E01001604,90,81,4,2,3
E01001605,1,0,0,0,1
E01001606,2,0,0,0,2
E01001607,22,4,2,1,15
E01001608,4,0,1,0,3
E01001609,154,75,28,6,45
E01001610,2,0,0,1,1
E01001611,19,3,3,2,11
E01001613,20,11,3,1,5
E01001614,32,26,0,0,6
E01001615,92,28,25,2,37
E01001617,40,19,4,1,16
E01001618,6,0,1,0,5
E01001619,9,1,1,0,7
E01001620,32,20,3,0,9
E01001621,14,0,5,0,9
E01001623,35,19,6,0,10
E01001624,4,0,1,0,3
E01001625,10,1,4,0,5
E01001629,22,0,2,2,18
E01001631,39,5,9,1,24
E01001632,19,1,2,0,16
E01001633,15,0,1,0,14
E01001634,12,0,1,1,10
E01001635,5,0,0,0,5
E01001636,12,1,2,0,9
E01001637,16,1,1,0,14
E01001638,36,9,8,1,18
E01001641,188,28,51,31,78
E01001642,78,0,33,10,35
E01001644,149,84,34,4,27
E01001645,13,0,2,0,11
E01001646,110,77,6,2,25
E01001647,13,0,2,0,11
E01001648,14,0,4,2,8
E01001649,12,0,1,0,11
E01001650,8,0,1,0,7
E01001651,17,0,3,0,14
E01001652,44,22,4,0,18
E01001653,7,0,1,1,5
E01001654,9,0,1,0,8
E01001655,14,4,1,0,9
E01001656,6,0,1,2,3
E01001657,25,3,9,2,11
E01001658,22,0,6,3,13
E01001659,38,14,7,0,17
E01001660,12,0,3,0,9
E01001661,6,0,1,0,5
E01001664,199,167,17,2,13
E01001665,20,0,6,5,9
E01001666,161,73,22,13,53
E01001669,22,4,3,0,15
E01001671,11,0,3,0,8
E01001672,17,3,5,1,8
E01001673,63,28,6,5,24
E01001674,14,0,2,0,12
E01001675,44,18,4,2,20
E01001676,39,7,7,3,22
E01001677,18,0,2,3,13
E01001678,27,9,2,1,15
E01001679,9,0,2,0,7
E01001680,3,0,1,0,2
E01001681,10,0,3,0,7
E01001682,15,0,3,0,12
E01001683,55,42,2,0,11
E01001684,9,0,2,0,7
E01001685,8,0,0,0,8
E01001686,11,0,2,0,9
E01001687,12,0,0,1,11
E01001688,137,117,4,0,16
E01001690,19,4,1,0,14
E01001692,8,0,2,0,6
E01001693,12,0,3,0,9
E01001694,9,0,0,0,9
E01001695,15,0,6,0,9
E01001696,75,17,11,2,45
E01001697,9,0,1,2,6
E01001698,16,0,4,0,12
E01001699,12,0,1,1,10
E01001700,38,8,7,0,23
E01001701,67,4,10,3,50
E01001702,14,0,1,0,13
E01001703,31,4,3,0,24
E01001704,28,4,1,0,23
E01001705,33,0,6,1,26
E01001708,8,0,1,0,7
E01001710,7,0,1,1,5
E01001712,25,1,5,1,18
E01001714,146,30,88,9,19
E01001715,39,3,21,2,13
E01001716,115,1,76,5,33
E01001717,32,0,7,8,17
E01001718,33,1,20,1,11
E01001719,99,55,27,5,12
E01001720,15,0,8,2,5
E01001722,91,19,35,8,29
E01001723,12,0,6,0,6
E01001724,38,2,11,7,18
E01001725,5,0,1,2,2
E01001726,3,0,1,0,2
E01001727,19,0,4,4,11
E01001728,14,0,6,2,6
E01001729,167,49,53,11,54
E01001730,58,1,24,11,22
E01001731,283,112,94,21,56
E01001732,21,0,11,3,7
E01001733,138,60,30,18,30
E01001734,102,10,35,23,34
E01001735,57,3,33,3,18
E01001736,27,0,8,8,11
E01001737,77,0,15,31,31
E01001738,39,0,23,4,12
E01001739,87,10,41,15,21
E01001740,41,4,19,7,11
E01001741,24,1,10,4,9
E01001742,55,0,20,8,27
E01001744,38,2,16,4,16
E01001745,101,4,40,26,31
E01001746,19,0,4,6,9
E01001747,238,90,80,19,49
E01001749,46,1,13,12,20
E01001750,81,0,30,19,32
E01001751,92,3,36,21,32
E01001753,42,0,12,7,23
E01001755,39,1,9,12,17
E01001756,96,28,30,14,24
E01001757,7,0,2,0,5
E01001758,48,3,20,4,21
E01001759,33,4,11,4,14
E01001760,521,250,141,27,103
E01001761,57,4,14,11,28
E01001762,94,1,37,17,39
E01001763,77,5,20,18,34
E01001764,36,3,10,8,15
E01001765,30,0,16,3,11
E01001767,13,0,5,0,8
E01001768,21,0,4,4,13
E01001769,28,0,14,0,14
E01001770,71,5,40,8,18
E01001772,20,2,7,3,8
E01001773,45,0,14,16,15
E01001774,99,2,40,23,34
E01001775,32,0,10,9,13
E01001776,77,1,34,22,20
E01001777,252,108,62,39,43
E01001780,213,22,114,13,64
E01001781,24,0,13,3,8
E01001783,14,1,3,1,9
E01001784,63,3,26,16,18
E01001785,24,1,4,4,15
E01001786,26,0,8,2,16
E01001787,19,0,7,3,9
E01001788,23,2,7,5,9
E01001789,37,0,13,7,17
E01001790,11,0,3,2,6
E01001791,20,0,7,5,8
E01001792,66,6,39,6,15
E01001793,39,0,16,3,20
E01001794,68,15,24,5,24
E01001795,30,2,16,4,8
E01001796,33,1,12,2,18
E01001798,81,1,33,10,37
E01001799,19,0,6,2,11
E01001800,418,364,20,7,27
E01001801,17,0,2,5,10
E01001802,7,0,4,0,3
E01001803,27,0,8,8,11
E01001804,3,0,1,0,2
E01001805,30,0,16,9,5
E01001806,64,1,34,5,24
E01001807,27,0,8,4,15
E01001808,143,23,60,12,48
E01001809,17,0,13,1,3
E01001811,44,0,33,0,11
E01001812,29,0,13,2,14
E01001813,108,2,77,3,26
E01001814,29,0,16,3,10
E01001815,18,1,8,1,8
E01001816,53,0,13,18,22
E01001819,31,0,5,8,18
E01001820,14,0,2,3,9
E01001821,21,0,6,5,10
E01001822,39,5,12,5,17
E01001823,15,0,1,7,7
E01001824,32,1,12,2,17
E01001825,13,0,4,2,7
E01001826,11,0,1,1,9
E01001827,32,0,16,4,12
E01001828,18,0,5,6,7
E01001829,50,18,14,7,11
E01001830,95,29,21,9,36
E01001831,63,16,25,5,17
E01001832,21,0,8,1,12
E01001833,57,8,11,5,33
E01001834,43,9,8,9,17
E01001835,14,0,6,4,4
E01001836,47,1,15,14,17
E01001837,39,0,21,6,12
E01001838,26,0,9,2,15
E01001839,139,20,46,16,57
E01001840,21,0,13,0,8
E01001841,12,0,6,3,3
E01001842,17,0,6,3,8
E01001843,14,0,6,2,6
E01001844,96,55,18,7,16
E01001845,19,0,9,0,10
E01001846,127,20,55,17,35
E01001847,23,0,9,5,9
E01001848,48,2,16,6,24
E01001849,183,28,90,17,48
E01001850,21,0,6,7,8
E01001851,16,0,2,2,12
E01001852,13,0,4,2,7
E01001853,18,1,2,7,8
E01001854,36,11,7,1,17
E01001855,12,0,1,1,10
E01001856,53,14,8,9,22
E01001857,240,89,48,22,81
E01001858,58,26,4,2,26
E01001859,7,0,0,0,7
E01001860,98,36,16,9,37
E01001861,18,0,4,4,10
E01001862,34,0,7,7,20
E01001863,13,1,2,3,7
E01001864,22,3,3,8,8
E01001865,24,4,2,5,13
E01001866,64,2,13,7,42
E01001867,12,0,4,2,6
E01001868,17,0,3,5,9
E01001869,22,0,1,8,13
E01001870,9,0,1,1,7
E01001871,20,1,4,3,12
E01001872,23,0,4,5,14
E01001873,12,0,0,3,9
E01001875,14,2,3,2,7
E01001876,85,1,20,26,38
E01001877,69,27,16,4,22
E01001878,16,0,3,1,12
E01001879,11,0,3,0,8
E01001880,28,3,3,7,15
E01001881,142,60,20,16,46
E01001882,9,0,1,3,5
E01001883,27,0,8,5,14
E01001884,54,4,8,9,33
E01001885,7,1,1,2,3
E01001886,48,26,3,7,12
E01001887,10,0,3,0,7
E01001888,24,5,0,7,12
E01001889,34,4,3,5,22
E01001890,71,0,13,14,44
E01001891,174,112,16,8,38
E01001892,10,0,1,1,8
E01001893,60,2,21,19,18
E01001894,130,50,27,13,40
E01001895,22,2,2,7,11
E01001896,27,3,4,3,17
E01001897,11,0,0,3,8
E01001898,493,99,132,39,223
E01001899,356,113,124,23,96
E01001900,115,42,33,8,32
E01001901,13,0,1,4,8
E01001902,42,10,8,2,22
E01001903,33,16,1,6,10
E01001904,14,0,1,3,10
E01001905,16,3,0,0,13
E01001906,2,0,0,0,2
E01001907,19,0,4,2,13
E01001908,24,4,4,5,11
E01001909,12,0,2,3,7
E01001910,14,0,4,1,9
E01001911,20,2,4,3,11
E01001912,44,2,13,3,26
E01001913,16,0,2,7,7
E01001914,134,108,5,2,19
E01001915,40,4,13,6,17
E01001916,16,1,4,2,9
E01001917,19,0,2,8,9
E01001918,8,0,2,3,3
E01001919,18,0,2,6,10
E01001920,93,24,24,5,40
E01001921,20,2,2,3,13
E01001922,68,16,9,12,31
E01001923,16,0,1,3,12
E01001924,16,0,1,3,12
E01001925,41,2,11,4,24
E01001926,12,0,1,7,4
E01001927,4,0,2,1,1
E01001928,22,1,4,4,13
E01001929,8,0,3,0,5
E01001930,10,0,1,3,6
E01001931,3,0,1,1,1
E01001932,80,26,10,8,36
E01001933,50,15,4,11,20
E01001934,15,0,2,2,11
E01001935,8,0,0,1,7
E01001937,22,1,5,4,12
E01001938,5,0,0,0,5
E01001940,31,4,7,4,16
E01001941,176,18,71,13,74
E01001942,48,2,9,8,29
E01001943,1661,893,349,101,318
E01001944,29,0,4,3,22
E01001945,43,3,5,10,25
E01001946,80,1,19,16,44
E01001947,17,8,0,2,7
E01001948,73,41,6,7,19
E01001949,14,2,1,2,9
E01001950,36,10,5,4,17
E01001951,39,13,4,8,14
E01001952,23,4,3,4,12
